,Cuisine Style,Price Range,Number of Reviews
2997,"['French', 'Bar', 'European']",$$ - $$$,27
2522,['Italian'],$$ - $$$,226
2540,"['European', 'Eastern European', 'Central European']",$$ - $$$,201
2624,"['Italian', 'Mediterranean', 'Romana']",$$ - $$$,431
2476,"['German', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,303
2867,"['Indian', 'Asian', 'Bangladeshi']",$$ - $$$,22
2761,"['Spanish', 'Vegetarian Friendly', 'Gluten Free Options']",$$ - $$$,100
2694,"['Cafe', 'Vegetarian Friendly']",$,19
2758,"['French', 'Belgian', 'Bar']",$$ - $$$,179
2395,"['Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,366
2227,"['German', 'Vegetarian Friendly']",$$ - $$$,340
2985,['Bar'],$$ - $$$,61
2798,"['Bar', 'International', 'Pub']",$$ - $$$,537
2872,"['Pizza', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,1444
2935,"['Italian', 'Healthy', 'Romana']",$$ - $$$,215
2813,"['Italian', 'Romana', 'Lazio']",$$ - $$$,807
2611,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,269
2749,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,35
2647,"['Mediterranean', 'Barbecue', 'Turkish']",$$ - $$$,860
2732,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,179
2703,"['Quick Bites', 'Fast Food', 'International']",$$ - $$$,93
2298,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,70
2687,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,96
2665,"['Quick Bites', 'Cafe', 'British']",$,232
2291,"['Polish', 'Asian', 'Vegetarian Friendly']",$$ - $$$,51
2309,"['Dutch', 'Seafood', 'International']",$$ - $$$,225
2908,"['Quick Bites', 'American', 'Fast Food']",$,167
2824,"['Fast Food', 'Street Food']",$,57
2850,['Mediterranean'],,599
2416,"['German', 'Vegetarian Friendly']",$$ - $$$,28
2684,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,48
2501,"['Lebanese', 'Fast Food', 'Mediterranean']",$,12
2939,"['German', 'Barbecue', 'European']",$$ - $$$,48
2819,['Italian'],,1
2514,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,103
2780,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,231
2771,"['Italian', 'Pizza', 'European']",$$ - $$$,112
2648,"['French', 'Cafe', 'Fast Food']",$,14
2731,"['Mediterranean', 'Turkish', 'Middle Eastern', 'Vegetarian Friendly']",,9
2857,"['German', 'Vegetarian Friendly']",$$ - $$$,28
2982,['International'],$,16
2396,,,
2992,,,2
2845,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,20
2633,"['European', 'Czech']",,11
2620,"['French', 'Steakhouse', 'European']",$$ - $$$,193
2804,"['Mexican', 'Latin', 'South American']",$$ - $$$,115
2775,"['European', 'Scandinavian', 'Danish']",$$ - $$$,431
2421,"['Steakhouse', 'Barbecue', 'European']",$$ - $$$,317
2830,['Italian'],$,7
2359,"['Spanish', 'Gluten Free Options']",$$ - $$$,199
2602,['Cafe'],,3
2475,,$,46
2578,['European'],$$$$,31
2469,"['French', 'European']",$$ - $$$,11
2511,"['Steakhouse', 'Barbecue', 'Argentinean']",$$ - $$$,804
2878,"['American', 'Steakhouse', 'Barbecue']",$$ - $$$,233
2454,"['Italian', 'Mediterranean', 'Romana']",$$ - $$$,326
2610,['Fast Food'],$,12
2670,"['Asian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,167
2457,"['Turkish', 'Healthy', 'Vegetarian Friendly']",$$ - $$$,1
2640,,$,9
2644,"['Chinese', 'Asian']",$,33
2823,,,
2921,,,
2809,"['French', 'Bar', 'European']",$$ - $$$,168
2491,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,50
2554,"['European', 'Scandinavian', 'Danish']",$$ - $$$,282
2814,['Cafe'],$,13
2790,"['French', 'Bar', 'European']",$$ - $$$,153
2488,"['European', 'Vegetarian Friendly']",$$ - $$$,47
2530,,,3
2504,['Greek'],$$ - $$$,13
2789,,,1
2556,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,144
2815,"['Italian', 'Pizza', 'Seafood']",$,127
2426,,$$ - $$$,24
2419,"['Swiss', 'European', 'Contemporary']",$$ - $$$,94
2595,"['Polish', 'Bar', 'European']",$$ - $$$,1421
2590,"['Vietnamese', 'Vegetarian Friendly']",$$ - $$$,29
2704,['Pizza'],$,4
2181,"['European', 'British', 'Deli']",$$ - $$$,2046
2626,,,1
2810,,$,10
2686,"['European', 'Czech', 'Central European']",$,28
2558,['French'],,1
2737,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,26
2546,"['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",$$ - $$$,163
2108,,,
2659,"['Italian', 'Pizza', 'Mediterranean']",$,176
2766,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,201
2750,"['Italian', 'Vegetarian Friendly']",$$ - $$$,32
2523,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,881
2663,['Spanish'],,7
2708,['Fast Food'],,3
2838,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,61
2989,"['Mediterranean', 'Middle Eastern', 'Vegetarian Friendly']",$,19
2438,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,180
2661,"['Mediterranean', 'Spanish']",$$ - $$$,80
2409,"['Fast Food', 'Vegetarian Friendly', 'Vegan Options']",$,185
2543,"['European', 'Central European', 'Vegetarian Friendly']",$$ - $$$,26
2680,"['Japanese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,53
2577,"['Diner', 'Healthy', 'Street Food']",$,11
2493,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,484
2955,"['Quick Bites', 'Seafood', 'Mediterranean']",$$ - $$$,647
2662,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,58
2636,"['Mediterranean', 'European', 'Deli']",$$ - $$$,91
2876,"['Japanese', 'Sushi', 'Asian']",$,217
2487,"['French', 'Steakhouse', 'Swiss']",$$ - $$$,93
2929,"['Fast Food', 'Mediterranean', 'Middle Eastern']",$,54
2966,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,315
2954,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$$ - $$$,90
2885,"['European', 'Swedish', 'Scandinavian']",$$ - $$$,1523
2762,['Greek'],$$ - $$$,32
2786,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,470
2852,,,4
2492,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,42
2856,"['Japanese', 'Cafe', 'International']",$,376
2975,"['Bar', 'British', 'Pub']",$$ - $$$,189
2544,"['Japanese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,62
2614,"['Italian', 'International', 'British']",$,55
2399,"['Belgian', 'European']",$$ - $$$,19
2368,['Pub'],$,47
2719,"['Cafe', 'European', 'Portuguese']",,3
2516,"['Italian', 'Cafe']",$,21
2859,"['European', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,49
2988,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,272
2627,"['Italian', 'American', 'Pizza']",$$ - $$$,214
2972,"['Cafe', 'British', 'Diner']",$,85
2910,,,5
2668,"['Lebanese', 'Cafe', 'International']",$$ - $$$,18
2607,"['Dutch', 'Bar', 'European', 'Pub']",,13
2744,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,39
2754,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$,22
2678,"['Chinese', 'Asian', 'Cantonese']",$$$$,4102
2805,"['Mediterranean', 'European', 'Spanish']",$,187
2729,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,403
2827,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,201
2984,['International'],$,254
2320,,,3
2660,['Cafe'],,4
2777,"['Asian', 'Vietnamese', 'Soups']",$,49
3001,"['Italian', 'Romana', 'Lazio']",$$ - $$$,790
2834,"['International', 'British', 'Grill']",$$ - $$$,352
2450,"['Barbecue', 'Turkish', 'Greek']",$,75
2747,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,824
2583,"['German', 'Bar', 'European']",$$ - $$$,494
2472,"['Italian', 'Pizza']",$,10
2336,"['Brew Pub', 'Bar', 'British']",$$ - $$$,227
2519,"['French', 'Wine Bar']",$$ - $$$,64
2774,"['Swiss', 'Bar', 'Cafe']",$$ - $$$,6
2608,"['Quick Bites', 'Fast Food', 'Mediterranean']",$,95
2376,['Italian'],$,41
2779,,$$ - $$$,1365
2717,['American'],$,31
2490,"['French', 'Healthy']",$$ - $$$,70
2795,"['Italian', 'Mediterranean', 'European']",$$ - $$$,102
2410,"['Bar', 'European', 'Vegetarian Friendly']",$$ - $$$,146
2803,,,46
2638,"['Bar', 'European', 'Pub']",$,104
2095,"['American', 'Fast Food']",$,107
2821,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,1133
2586,"['European', 'Portuguese']",$$ - $$$,34
2566,"['Polish', 'European']",$$ - $$$,40
2244,['Vegetarian Friendly'],$$ - $$$,27
2536,['Italian'],$$ - $$$,144
2598,"['Cafe', 'European', 'Portuguese']",$,71
2696,,,10
2573,"['French', 'Bar', 'European']",$$ - $$$,333
2629,"['Swiss', 'European', 'Grill']",$,12
2654,"['French', 'Cafe', 'European']",$$ - $$$,407
2974,"['Austrian', 'European', 'Vegetarian Friendly']",$$ - $$$,31
2691,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,270
2565,['Cafe'],$$ - $$$,98
2973,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$$ - $$$,223
2788,"['Bar', 'Grill']",$$ - $$$,68
2601,['Italian'],,32
2675,"['Steakhouse', 'Barbecue', 'European']",$$ - $$$,276
2914,"['Bar', 'British', 'Pub']",$$ - $$$,177
2651,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,1300
2273,"['American', 'Vegetarian Friendly']",$$ - $$$,402
2538,"['Italian', 'Pizza', 'Seafood']",$,370
2978,,,
3006,"['Austrian', 'Cafe', 'Fast Food']",$,12
3007,"['French', 'International']",,25
2733,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,576
3003,"['Italian', 'Mediterranean', 'Spanish']",$$ - $$$,22
2991,['Asian'],$$ - $$$,4
2721,"['Italian', 'Pizza', 'Mediterranean']",$,431
2616,"['Bar', 'Mediterranean', 'European']",$$ - $$$,480
2808,"['International', 'Mediterranean', 'European']",$$ - $$$,67
3008,['Italian'],$,6
2980,['French'],$$ - $$$,90
3010,"['Caribbean', 'Cajun & Creole', 'International']",$$ - $$$,190
2994,,,
2999,"['Steakhouse', 'Bar', 'British']",$,251
3012,"['European', 'Czech']",$$ - $$$,29
2987,"['Bar', 'International', 'European']",$$ - $$$,70
3018,"['European', 'British', 'Vegetarian Friendly']",$$ - $$$,739
3005,"['Italian', 'Mediterranean']",,9
3024,"['Indian', 'Asian', 'Balti']",$$ - $$$,34
3004,,,
3013,,,
3002,"['French', 'Bar', 'Wine Bar', 'Vegetarian Friendly']",,19
3019,,,2
3017,['Bar'],$$ - $$$,391
3016,['Spanish'],$$ - $$$,23
3015,"['European', 'Czech']",,1
3014,"['American', 'British', 'Australian']",$,514
3022,"['Japanese', 'Fast Food', 'Sushi']",$$ - $$$,7
3009,"['Bar', 'Mediterranean', 'European']",$,158
3020,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,96
3023,,,
3000,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,416
3021,['Spanish'],$$ - $$$,8
3011,"['European', 'Portuguese']",$$ - $$$,31
3032,"['Lebanese', 'Fast Food', 'Mediterranean']",$,159
3031,"['International', 'Mediterranean', 'European']",$$ - $$$,95
3034,"['Cafe', 'British']",$,7
3039,"['Bar', 'Pub']",$$ - $$$,42
3026,"['Italian', 'Mediterranean', 'Lombard']",$$ - $$$,132
3025,['Italian'],,10
3028,"['Barbecue', 'Turkish', 'Middle Eastern']",$$ - $$$,110
3047,['British'],,13
3049,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,74
3044,['Spanish'],,22
3051,"['Italian', 'Pizza', 'Grill']",$$ - $$$,52
3046,,,2
3036,,,
3037,['Pizza'],,3
3035,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$,882
3056,"['Bar', 'Cafe', 'Seafood']",$$ - $$$,23
3055,"['Greek', 'Vegetarian Friendly']",$$ - $$$,49
3030,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,415
3029,"['French', 'European']",$$ - $$$,28
3048,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,46
3041,"['Chinese', 'Cafe', 'Asian']",$,17
3045,,,2
3052,"['Italian', 'Seafood', 'Mediterranean']",$,65
3043,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,712
3053,"['Chinese', 'Asian', 'Szechuan']",$$ - $$$,50
3059,"['Italian', 'Mediterranean', 'European']",$$ - $$$,383
3062,['Greek'],$$ - $$$,16
3057,"['Mexican', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,334
3061,['Japanese'],$$$$,34
3027,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,10
3078,,,1
3069,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,65
3104,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,25
3038,,,
3090,"['Italian', 'Mediterranean', 'Deli']",$$ - $$$,157
3115,"['Polish', 'European', 'Grill']",$$ - $$$,58
3100,"['Chinese', 'Asian', 'Vegetarian Friendly']",$,55
3076,"['International', 'European', 'Contemporary']",$$ - $$$,1166
3064,,,4
3077,['International'],,1
3083,,,3
3079,"['Italian', 'Lombard', 'Northern-Italian']",$$ - $$$,550
3073,"['Chinese', 'Japanese', 'Sushi']",$$ - $$$,502
3080,,,186
3066,"['Greek', 'Vegetarian Friendly']",$$ - $$$,45
3072,"['Indian', 'Fusion']",$$ - $$$,7
3070,['Vegetarian Friendly'],$,44
3067,['Vegetarian Friendly'],$$ - $$$,129
3088,"['French', 'European']",$$ - $$$,91
3081,"['Italian', 'European', 'Vegetarian Friendly']",$$ - $$$,213
3089,"['Italian', 'European', 'Vegetarian Friendly']",$$ - $$$,373
3071,"['Bar', 'British', 'Pub']",$,188
3033,['Mediterranean'],$$ - $$$,22
3156,"['Asian', 'Indonesian', 'Vegetarian Friendly']",$$ - $$$,50
3133,"['Bar', 'Pub']",$$ - $$$,44
3130,"['French', 'International', 'European']",$$ - $$$,167
3157,"['European', 'Central European', 'Hungarian']",$,39
3167,"['Bar', 'Cafe', 'Mediterranean']",$$ - $$$,39
3141,,,4
3159,"['Fast Food', 'Asian', 'Thai']",$,47
3143,"['Bar', 'Pizza', 'Pub']",$$ - $$$,15
3040,,,
3110,"['Chinese', 'Asian', 'Cantonese']",$$$$,279
3120,"['Bar', 'Cafe', 'European']",$$ - $$$,43
3092,"['French', 'Belgian', 'Bar']",$$ - $$$,345
3116,['Italian'],$,12
3119,"['Italian', 'European']",$$ - $$$,77
3099,['Indian'],$$ - $$$,2
3122,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,162
3118,"['Italian', 'Seafood', 'Mediterranean']",$$$$,536
3114,"['European', 'Hungarian']",$,7
3098,"['French', 'European', 'Gastropub']",$$$$,790
3109,"['Moroccan', 'Mediterranean', 'Vegetarian Friendly']",$$ - $$$,16
3108,"['Fast Food', 'Turkish', 'Halal']",$,59
3097,"['Chinese', 'Asian', 'Hong Kong']",$$$$,175
3111,"['Latin', 'Cafe', 'International']",$$ - $$$,3
3138,"['European', 'Central European', 'Vegetarian Friendly']",$,126
3117,['Czech'],$$ - $$$,581
3050,,,
3084,"['European', 'Hungarian']",$$ - $$$,2
3087,"['Bar', 'Pub']",$,24
3068,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,186
3075,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,609
3063,"['Bar', 'Mediterranean', 'Pub']",$$ - $$$,146
3085,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,369
3129,"['Italian', 'Pizza', 'Street Food']",$,17
3150,,,6
3140,['Pub'],$$ - $$$,3
3171,['Spanish'],$$ - $$$,7
3145,,$,17
3142,['Steakhouse'],$,5
3126,"['European', 'Czech']",,5
3160,"['Cafe', 'Spanish']",$$ - $$$,10
3164,"['Italian', 'Seafood', 'International']",$$ - $$$,756
3054,"['Mediterranean', 'Spanish', 'Deli']",$$ - $$$,13
3149,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,174
3188,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,163
3042,,,
3060,,,
3201,"['German', 'European', 'Central European']",$$ - $$$,57
3086,"['French', 'Steakhouse', 'Barbecue']",$$$$,163
3121,"['Polish', 'European']",$$ - $$$,5
3103,['Fast Food'],$,8
3094,"['Italian', 'Indian', 'Vegetarian Friendly']",$$ - $$$,3
3123,"['Fast Food', 'European']",$,30
3113,"['Asian', 'Indonesian', 'Vegetarian Friendly']",$$ - $$$,1124
3107,"['French', 'European', 'Contemporary']",$$ - $$$,261
3112,"['Italian', 'Cafe', 'Mediterranean']",$$ - $$$,205
3091,"['Italian', 'Pizza', 'European']",$,107
3093,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,1070
3105,"['European', 'Swedish', 'Scandinavian']",$$$$,1191
3153,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,134
3154,"['Pizza', 'Mediterranean', 'European']",$$ - $$$,114
3139,['Italian'],,6
3125,"['Chinese', 'Fast Food', 'Asian']",$$ - $$$,55
3132,"['French', 'Dutch', 'European']",$$$$,365
3151,"['Italian', 'Seafood', 'Romana']",$$ - $$$,143
3166,"['Asian', 'Vietnamese']",$,35
3124,['Italian'],$,49
3146,"['Bar', 'European', 'British']",$$ - $$$,72
3128,"['French', 'Vegetarian Friendly']",$$ - $$$,457
3106,,,10
3065,"['Italian', 'Bar', 'Mediterranean']",$$ - $$$,172
3170,"['Steakhouse', 'Fast Food']",,21
3127,['Polish'],$$ - $$$,11
3135,['Indonesian'],$,11
3136,"['German', 'European', 'Central European']",$$ - $$$,453
3148,['Italian'],$,59
3168,"['International', 'European', 'Grill']",$$ - $$$,27
3187,['French'],,5
3172,"['European', 'Portuguese']",,5
3173,['French'],$$$$,194
3189,"['European', 'Swedish']",$$ - $$$,35
3193,['British'],,5
3175,"['Grill', 'Middle Eastern', 'Persian']",$$ - $$$,137
3179,"['Seafood', 'Fast Food']",,13
3184,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$,269
3186,"['Italian', 'Pizza']",$,56
3165,"['Brew Pub', 'International', 'European']",$$ - $$$,27
3192,['French'],$$ - $$$,67
3178,['Cafe'],$,11
3191,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,308
3183,"['European', 'Portuguese']",$,208
3177,"['French', 'Pub']",$$ - $$$,33
3185,,,137
3210,,,3
3197,,$,7
3194,"['Italian', 'Pizza']",$,14
3196,['Spanish'],,7
3208,"['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",$,59
3217,"['Italian', 'Fast Food', 'Mediterranean']",$,161
3203,['British'],$$ - $$$,97
3222,"['French', 'European', 'Basque']",$$ - $$$,465
3155,"['Indian', 'Middle Eastern', 'Pakistani']",,2
3169,['European'],$$ - $$$,8
3144,['French'],$,33
3162,"['European', 'British', 'Vegetarian Friendly']",$$$$,2620
3161,"['Chinese', 'Asian']",$,48
3190,['Pizza'],$$ - $$$,16
3137,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$$ - $$$,57
3200,,,9
3219,,,1
3204,,,5
3238,,,5
3058,,,
3239,"['Bar', 'Pub']",,7
3230,['French'],$$ - $$$,9
3269,['Asian'],,3
3251,['Healthy'],,1
3246,,,4
3131,,,
3082,"['Thai', 'Vegetarian Friendly']",$$ - $$$,24
3182,"['American', 'Bar', 'Gluten Free Options']",$$ - $$$,999
3176,"['International', 'Mediterranean', 'European']",$$$$,508
3181,"['Chinese', 'Asian', 'Szechuan']",$$ - $$$,261
3211,['Pizza'],$$ - $$$,10
3096,"['American', 'Spanish', 'Vegetarian Friendly']",$$ - $$$,177
3221,"['French', 'Bar', 'Pub']",$,11
3102,"['French', 'Contemporary', 'Pub']",$$$$,2600
3223,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,227
3205,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,123
3226,"['American', 'Fast Food']",$$ - $$$,68
3255,"['Middle Eastern', 'Persian']",$$ - $$$,1
3298,['Cafe'],,7
3270,,$$ - $$$,19
3259,['Indian'],$$ - $$$,7
3296,,,8
3074,,,
3095,,,
3277,"['Italian', 'Vegetarian Friendly']",$$ - $$$,33
3235,,,
3242,['Pub'],$,42
3227,"['Mediterranean', 'European', 'Greek']",$$$$,42
3195,"['French', 'European']",$$ - $$$,138
3213,"['Italian', 'Pizza', 'Seafood']",$,414
3152,"['Quick Bites', 'American', 'Fast Food']",$,246
3215,"['Dessert', 'Vegetarian Friendly']",$,47
3240,"['French', 'Cafe', 'European']",$,36
3236,"['Quick Bites', 'Bar', 'British']",$$ - $$$,103
3232,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$,165
3243,['Spanish'],$,14
3225,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$$ - $$$,104
3260,,,33
3198,"['Mediterranean', 'Greek', 'Grill']",$,236
3306,"['Turkish', 'Middle Eastern', 'Vegetarian Friendly']",$$ - $$$,53
3310,"['Sushi', 'Asian', 'Korean']",$$ - $$$,33
3134,,,
3324,"['Asian', 'Korean', 'Vegetarian Friendly']",$,15
3395,['Spanish'],,1
3313,['British'],$$ - $$$,29
3339,"['International', 'Mediterranean', 'Spanish']",$,116
3389,"['Quick Bites', 'Fast Food']",$,20
3396,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,143
3403,,,1
3394,"['Italian', 'Pizza']",$$ - $$$,57
3359,,,10
3209,,,
3174,,,
3425,,,3
3263,,,
3199,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,139
3448,"['Italian', 'Healthy', 'Vegetarian Friendly']",$,40
3256,"['Mediterranean', 'European', 'Portuguese']",$,78
3254,"['Italian', 'Mediterranean', 'European']",$$ - $$$,40
3273,['French'],$$ - $$$,128
3216,['Italian'],$$ - $$$,144
3245,"['Italian', 'French', 'Swiss']",$$ - $$$,405
3220,,$$ - $$$,5
3285,['Japanese'],,4
3265,"['French', 'European']",$$ - $$$,233
3250,"['Japanese', 'Asian', 'Soups']",$$ - $$$,50
3264,"['French', 'Vegetarian Friendly']",$$ - $$$,125
3249,"['Lebanese', 'Mediterranean', 'Middle Eastern']",$$ - $$$,57
3272,"['International', 'European', 'Fusion']",$$ - $$$,442
3287,"['German', 'Cafe', 'Vegetarian Friendly']",$$ - $$$,7
3295,['Cafe'],,2
3293,['Turkish'],$$ - $$$,1
3383,"['Italian', 'Wine Bar']",$$ - $$$,107
3158,,,
3449,"['Quick Bites', 'French', 'Mediterranean']",$$ - $$$,299
3421,['Italian'],,5
3484,['Mexican'],,1
3411,,$$ - $$$,46
3440,,$$ - $$$,49
3455,"['Bar', 'Pizza', 'Contemporary']",$$ - $$$,55
3163,,,
3468,"['French', 'Bar', 'Pub']",$$ - $$$,38
3431,['British'],,15
3491,"['French', 'European', 'Vegetarian Friendly']",$$$$,47
3462,"['Bar', 'British', 'Pub']",$$ - $$$,208
3463,"['Italian', 'Mediterranean', 'European']",$$ - $$$,140
3445,['British'],,3
3493,"['Italian', 'Pizza']",$$ - $$$,29
3443,['Seafood'],,6
3320,,,
3147,"['Italian', 'Vegetarian Friendly']",$$ - $$$,77
3101,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,1382
3228,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,1054
3241,"['Quick Bites', 'Mexican', 'Fast Food']",$,32
3229,"['British', 'Wine Bar']",$$ - $$$,59
3248,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",$$ - $$$,42
3258,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,275
3283,['Chinese'],$$ - $$$,16
3303,['Middle Eastern'],,5
3321,,,9
3288,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,163
3294,"['Italian', 'Pizza', 'Mediterranean']",$,305
3343,,,10
3314,"['Bar', 'Pub', 'Wine Bar']",$$ - $$$,26
3317,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,350
3234,"['Bar', 'Portuguese']",$,1017
3304,['Chinese'],,10
3327,,,2
3328,"['Seafood', 'Soups']",$$ - $$$,32
3333,['Italian'],$$ - $$$,8
3337,"['Italian', 'Pizza', 'European']",$,75
3319,"['Lebanese', 'Cafe', 'Mediterranean']",$,173
3345,"['Irish', 'European', 'Vegetarian Friendly']",$$ - $$$,3166
3301,"['Italian', 'American', 'Pizza']",$$ - $$$,177
3348,"['Asian', 'Korean']",$$ - $$$,41
3308,,,1
3318,"['Irish', 'Bar', 'Pub']",$$ - $$$,354
3332,"['European', 'Gastropub', 'Central European']",$$ - $$$,61
3385,,,4
3381,,,5
3325,['Cafe'],$$ - $$$,18
3207,"['Vegetarian Friendly', 'Vegan Options']",$$ - $$$,31
3388,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,83
3330,"['Indian', 'Asian', 'Sri Lankan']",$$ - $$$,188
3393,"['Asian', 'Korean']",,4
3375,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,51
3353,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,86
3371,"['European', 'Scandinavian']",,11
3392,['French'],,3
3369,"['Bar', 'European', 'Pub']",$$ - $$$,417
3342,"['Italian', 'Romana', 'Lazio']",$$ - $$$,1011
3378,['Vietnamese'],$$ - $$$,8
3367,,,1
3309,"['Italian', 'Pizza']",,10
3379,"['Cafe', 'European', 'Norwegian']",$$ - $$$,218
3360,,$,8
3397,['Cafe'],$,104
